@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@attribute positiveW NUMERIC
@attribute negativeW NUMERIC
@attribute positiveE NUMERIC
@attribute negativeE NUMERIC
@attribute feelingcategory {positive,negative,neutral,objective}
@data
'	   want  cuddle up   blanket  watch army wives right now      midterm  paper  tomorrow   yaycollege ',negative,0,0,0,0,objective
'	 hate mikey  vanessa    hope tomorrow   movies  run   tickets     walk    back home   ',negative,1,1,0,0,neutral
'	gregg williams  attend st  louis rams game sunday  espn reports  jonathan vilma points   interesting       ',neutral,0,0,0,0,objective
'	casually walking   house singing dancing  yelling "robsten  unbroken yo! october         yo!"  think   gonna faint yo!   ) ',positive,1,0,2,0,positive
'	italy   pm silvio berlusconi was indicted tuesday  new criminal charges   breaking news buzz   ',objective,0,0,0,0,objective
'	tonight csa  announce  new sponsor  today   cricket board played  kfc mini cricket festival   continue tomorrow   ',objective,1,0,0,0,positive
'	russia denies deal  iran  military cooperation  meeting  wednesday   breaking news buzz   ',negative,0,0,0,0,objective
'	 uploaded   youtube video   mw      like  pro" ',positive,1,0,0,0,positive
'	today   anniversary  dr  seuss  death  tomorrow  silverstein  birthday      should   tweet  rhyme ',neutral,0,0,0,0,objective
'	happy birthday  roman abramovich  man       hope      present     th   cfc ',positive,2,0,0,0,positive
'	great   java jazz  jakarta   landed  tokyo      billboard live tomorrow   jarreau    george duke trio  ',positive,1,0,0,0,positive
'	kristin chenoweth      rainbow sunday night!  pm cbc       singing lesson    bad   ',positive,0,1,1,0,neutral
'	    psychedelic sun ra arkestra last night   barbican centre   trippin ',neutral,0,0,0,0,objective
'	pray    peace  jerusalem  pray   peace  jerusalem!    secure  love  ps    ',positive,1,0,2,0,positive
'	great photo exhibition   was moving  photography          untill    jan      barbican centre   ',positive,1,0,0,0,positive
'	  jaredgriffith     mackenziekulka  brooke_irwin models î”œ  good  ðÿ˜žðÿ˜· ',positive,1,0,0,0,positive
'	hearts throbbing   not       st     sike! better watch  world  courtney     no ones stopping   ',negative,1,0,1,0,positive
'	can  help   physics  universal gravitation     worksheet  tomorrow   honestly can not figure   ',negative,0,0,0,0,objective
'	  work    meet  marijuana march  avengers   sick   ',negative,0,0,0,0,objective
'	uniontown  ready has    hour delay tomorrow smh brownsville  gonna    school     shit ',negative,1,0,0,0,positive
'	   !! nba season jumps  tomorrow!!  preseason mvc  valuable cats)  terrencejones    brandonknight    bbn ',positive,0,0,2,0,positive
'	" _eryflores  march    luke bryan  gonna   houston rodeo         !" ',positive,0,0,0,0,objective
'	right  cunts  kinder   want construction  stuwaldy  genius pic twitter com irlcil s ',negative,0,0,0,0,objective
'	lol thx!  dmv up  rt  danniebosston   beautiful mom     god  greatest creations! laz alonso smh       ',positive,0,0,3,0,positive
'	  tomorrow  university  idaho  eastern visits! ',neutral,0,0,1,0,positive
'	whoop whoop   kids eat free wednesday!! swing   briens irish pub plant city  tonight  kids eat free      ',positive,2,0,1,0,positive
'	 wants magic     magical morocco retreat  march        camels  souks  spa  gorgeous riad   oh  yoga! pic twitter com ih bjzqd ',positive,0,0,1,0,positive
'	    louis saha    play    th premier league club   marcus bent  andy cole   wayne routledge  played    travel  ',objective,2,0,0,0,positive
'	 can  wait    lakers tomorrow     ',positive,0,0,0,0,objective
'	wichita state evens match             nd set win  watch live          ',positive,1,0,0,0,positive
'	rip  capt  walbridge   hmsbounty  fair winds   seas       ',neutral,0,0,0,0,objective
'	no footy  wednesday      know thursday  spurs   white hart lane stadium)   ',neutral,0,0,0,0,objective
'	 guys  hate  sjp   want   remember    school tomorrow   havefun ',positive,1,1,0,0,neutral
'	lol!  sworn affidavit   saints dc gregg williams    nfl presented  vilma was signed last friday   adamschefter) ',positive,0,0,1,0,positive
'	party tonight friday oct      kwames fusion     cosburn ave east york   j   playing  best  old school reggae  hip hop  ',positive,2,0,0,0,positive
'	idc anymore  leave    school tomorrow    pissed     ',negative,0,1,0,0,negative
'	 cavillafuertee hi baby  ***   tomorrow  sm sta rosa yaay ! ',positive,0,0,2,0,positive
'	marijuana march  trending    idk bout    last   wanna     high  walk  lazy ',neutral,0,1,0,0,negative
'	amazing work directioners!   was number      hot  countdown tonight! can     tomorrow   challengeaccepted ',positive,0,0,2,0,positive
'	spoiler alert!!! watch  teen choice awards  studio     sunday  christina grimmie       good weekend! ',positive,1,0,2,0,positive
'	tomorrow  mark    years   wichita state football team plane crash happened (october         silver plume    lost  lives ',negative,0,1,0,0,negative
'	gold bamboo earrings  biga   name plate rt  brokenpromize    guys help  win      gift card tomorrow       outfit idea  work!!! ',negative,1,0,1,0,positive
'	sreven taylor  look pretty daft   mackems win tomorrow   think   beat  parmo ',negative,2,0,0,0,positive
'	 argopariadji  justsharing  video bout hebrew letters   interesting    bless    joseph prince  ',positive,0,0,0,0,objective
'	 totallytakayla hey    talk  tomorrow  ',neutral,0,0,0,0,objective
'	howay newcastle beat  mackems    can     tuesday!  nufc  mfc ',positive,0,0,1,0,positive
'	goaldotcom  premier league team      persie   aguero  star  city   arsenal wins   ',positive,1,0,0,0,positive
'	 storiesfortots thank    jan  thrilled    happy memories   hotel  feel free  visit anytime  ) ',positive,3,0,2,0,positive
'	micca tomorrow   support   marching band  ridiculous   needstostop  butilovethemsomuch  itssoearly  eyeswithpride  maybenextyear ',positive,1,0,0,0,positive
'	 producerkal  schools     middle  istep testing     not  able   back    ',negative,0,0,0,0,objective
'	sony  playstation network store  receive  overhaul  wednesday  october       pal territories  october     north    ',objective,0,0,0,0,objective
'	attention directioners! beliebers  posting  picture! tomorrow   replay  video   jealousy!  hate! pic twitter com   apz qe ',negative,0,1,5,0,positive
'	 neighbor  removing  trees      old has   bothered      school     lay  lorax   bit ',negative,0,0,0,0,objective
'	bright side   sun   recapping  recaps        suns loss  warriors  suns  ',positive,0,0,0,0,objective
'	tomorrow  okami   released  psn  hd  can  wait  play          greatest games   okami  clover ',positive,1,0,2,0,positive
'	tennessee    kill troy  saturday! ',positive,0,0,1,0,positive
'	playing  fluke tomorrow night   sailors return   weymouth   live gig  ',neutral,1,0,0,0,positive
'	 girl rhonda rousey  bad        ws        st rd arm bars   badass ',negative,0,1,0,0,negative
'	  iss today   gonna   tomorrow     gay ',negative,0,1,0,0,negative
'	up     joined  sunderland striker louis saha   continue  build up   safc   lfc   stadium  light tomorrow evening ',objective,0,0,0,0,objective
'	plant city  babysitting nyc palm trees   winter  crap like  cracks  up!    ¦ ',positive,1,1,1,0,positive
'	turns  saturday  match  white hart lane was ramires     th   club     big milestone  ',positive,0,0,0,0,objective
'	happy birthday roman abramovich   october          blue flag flying high    ',positive,1,0,0,0,positive
'	  night! ipod   hotel bar   breakfast menu  brought bashaaaaaay! ',negative,0,0,3,0,positive
'	iguana   desert  no shade   sun  high   sky   can handle     bet against   ',positive,0,0,0,0,objective
'	  official  nasdaq market   open  wednesday ',objective,0,0,0,0,objective
'	mort zuckerman  welcome   modern  depression   ',negative,0,0,0,0,objective
'	guys!  found  was jim henson  frank oz   st season  snl  land  gorch"    statue was called mighty favog" ',positive,0,0,2,0,positive
'	  nov   vote   andrew breitbart  name      did not   vain!  vote  romney  vote  andrew ',positive,0,1,1,0,neutral
'	    java jazz tahun berapa alex dan beno berjumpa    st    divortrivia ',neutral,0,0,0,0,objective
'	damn drexel  penn  canceled classes  monday  tuesday    hurricane  ',negative,0,0,0,0,objective
'	      young savage named suadonte wright was born    love  baby     soul rest         donnnn ! ',positive,1,1,1,0,positive
'	  missing vcu   st scrimmage against vuu  study   exam    havoc          vcu up     st qtr   damn ',negative,0,1,0,0,negative
'	martin atkinson  referee tomorrow      remember       "missed" balotelli  shocking tackle  song  ',negative,0,1,0,0,negative
'	east york   leaside friday night lights   farhanmahfuz   boys   ',objective,0,0,0,0,objective
'	 hope   not cold  ',negative,1,0,0,0,positive
'	now     roger johnson"  winter wonderland   now  wed corner    ends  mattock rifling high   south bank  ',neutral,0,0,0,0,objective
'	west yorkshire police   cps  advised danny care   not  charged  relation  alleged sexual assault  leeds  march    ',positive,1,0,0,0,positive
'	tuesday  cleaning   shop!    thought  indys   snorting caviar  roman abramovich    mythbusting ',objective,0,0,1,0,positive
'	october           sm bacolod      sweet heart!    ',positive,1,0,2,0,positive
'	   europe awake  ',positive,0,0,0,0,objective
'	 nowplaying wrecking ball   aubrey       vevo     !!!!!   st solo video ',positive,0,0,1,0,positive
'	 want   tickets  jack white tomorrow  ally pally  stuck  matlock  can     contact ! ',negative,0,0,1,0,positive
'	well   not sound nice    true  runako morton would  never trend  twitter   lifetime             young man  ( ',negative,0,0,0,1,negative
'	  challenges  veerappa moily  new oil minister    ¦ ',neutral,0,0,0,0,objective
'	  case   currently playing  aciii   horrendously frustrated     share yo pain   ',negative,2,1,0,0,positive
'	mark martin winning   no bull    coca cola        nd  compelling set  laps       nascar  nscs ',positive,0,0,0,0,objective
'	maino thinks         hour tomorrow     not          fuck! ',negative,0,1,2,0,positive
'	lmaoo!  nvme   gonna   fight  now    think ima wear  warriors gear tomorrow  cause    lol ',positive,0,0,1,0,positive
'	sunday dinner  mersey side derby  man  chelsea  decent  ahead ',positive,0,0,0,0,objective
'	  forget   amazing georgie fame  bringing  smooth style rhythm   blues   famous hammond organ   the_millfield    nov ',positive,0,0,0,0,objective
'	ivanovic reaches kremlin quarters  ana ivanovic advanced   quarter finals   kremlin cup  thursday       ',objective,0,0,0,0,objective
'	 hawahamid  gonna    ',neutral,0,0,0,0,objective
'	  th grader  told    iss today   asked    told    told  teacher     big butt    ',negative,0,0,0,0,objective
'	    want    iss tomorrow      ',negative,0,0,0,0,objective
'	looking     carrow road   brother tonight  coys   forgiven    behaviour  white hart lane  april) ',positive,0,0,0,0,objective
'	  peed   anthropologie  open knoxville store  ',positive,0,0,0,0,objective
'	pm ready  reply  coal blocks  congress  new delhi  aug    (ians)   bharatiya janata party (bjp)      ',positive,1,0,0,0,positive
'	tomorrow   big discount prices  botox  juvederm! call    appointment!    botox  juvederm  madison ',positive,0,0,3,0,positive
'	  sitting home   saturday night watching silent house   parents   looooser xp ',negative,0,0,0,0,objective
'	new favorite below  cherry moon coming album  brighter   march  th      whomadewho      soundcloud ',positive,0,0,0,0,objective
'	writer  motivation  dr  seuss   st book was rejected     publishers   was accepted   vanguard press     up ',negative,1,0,0,0,positive
'	    remind   watch stevie tv  sunday   was dying  ',negative,0,0,0,0,objective
'	sat    birthday listening   foofighters   would  great    shout    guys   dave grohl   legend!!! ',positive,1,0,1,0,positive
'	marvel  phase  kicks    iron man    trailer  october   rd    featured  hype  movienews ',objective,0,0,0,0,objective
'	watching friday    vh  sucks      damn word  bleeped     know    says       damn ',negative,0,1,0,0,negative
'	   iss tomorrow   won    bad  ',positive,1,1,0,0,neutral
'	looks like  return flight  scheduled  november     course   subject  change      stranded  jerusalem    city! ',positive,1,0,1,0,positive
'	" rbkd      rui  joins elvin ng      clif   scheduled  air    feb     surprise " ',neutral,0,0,0,0,objective
'	drexel classes  cancelled monday  tuesday  now    work   cancelled   ',negative,0,0,0,0,objective
'	thinking    henryville tomorrow   been  months   tornado destroyed      home town    pictures ',neutral,0,0,0,0,objective
'	 djtyler     forget  did fantasy  hello     mushroomfm ',positive,0,0,0,0,objective
'	monday   moon enjoy    tomorrow     extra rest     workshop  harmony lichty      ',positive,0,0,1,0,positive
'	 jordilass  staying up  monday  game    fancy  chances  krul  colo  tiote missing ',negative,0,1,0,0,negative
'	fca tomorrow         band room!!! breakfast  fellowship    wanna  !!! !!  ) ',positive,0,1,4,0,positive
'	    badhabitz heads  chesters  appleton  wi  rock  house        ',positive,0,1,1,0,neutral
'	 ufo    aliens black triangle sighting  pompano beach  florida  october   th        basically  blended wit      ',neutral,0,0,0,0,objective
'	frustration  kobayashi  perez  india  reaction  sauber  caterham  marussia  hrt   indian grand prix  sunday  ',negative,1,0,0,0,positive
'	yes!! allowed      onedirection concert  oslo  !!   now        tickets    ',positive,0,0,2,0,positive
'	      watch st   rd anniversary  eng sub  oh  god  love    can   dorks ksghskjfghksfjgsg ',positive,1,1,0,0,neutral
'	 oppadanielrocks hello po  taga bacold dn po kayoo   ',positive,0,0,0,0,objective
'	   dong jun  st  dongwoon   cast   role  frank  musical "catch    can"     musical debut  ',objective,0,0,0,0,objective
'	iebc  ready   th march elections   electoral body should not     excuse  delay polls says chairman  ',negative,1,0,0,0,positive
'	 omg_sheloca did  zepp   wanted   bring   dixie cups tomorrow ',neutral,0,0,0,0,objective
'	  troy tomorrow         facebook post         purchase            ',neutral,0,0,0,0,objective
'	realising  brighton game   sky tomorrow has     bhafc  misstheamex ',positive,0,0,0,0,objective
'	 kelbel_x   st      ball   wsh    yd line  griffin back  pass  looks  moves    justin tuck   goes rg     ',negative,0,0,0,0,objective
'	 em_fost  rd floor isat   roof       walk up  stairs    right ',objective,0,0,0,0,objective
'	isat  tomorrow     break   north georgia    good nights  tonight  ',positive,1,0,0,0,positive
'	dmv    performing live   dc star  saturday   big   band shout  sunshine   bennyt ',positive,0,0,0,0,objective
'	  forget fca won  meet tomorrow morning     meet   football game   field  sahs fca   dontmissit  freepizza ',positive,1,0,0,0,positive
'	      sounds like   rd quarter score  warriors  suns not  final  ',neutral,1,0,0,0,positive
'	    reptiles  saturday  november  rd! meet animal planet  gator boys  enjoy live venomous      ',positive,0,0,1,0,positive
'	  ma  ma  yes  love bug    wyd  ma  grilling  shanney  april             ___   night   memphis     knoxville   ',neutral,1,0,0,0,positive
'	costa concordia accident  ship  owners   captain   committed errors   breaking news buzz   ',negative,0,0,0,0,objective
'	  finished checking   new  simcity gameplay video  looks great     talking    tomorrow  now ',positive,1,0,0,0,positive
'	 suicide  would   picture  mark martin      wallet   th grade  ',negative,0,0,0,0,objective
'	    fantastic meal   lovely vanessa  house!        middle   aka new hampshire tomorrow! ',positive,1,0,2,0,positive
'	 digitalslg well    bright side    end up    dmk iii   discount  ',positive,0,0,0,0,objective
'	people judge    like big titties bitches blunts  money    life    thats  shit  like  ',negative,2,0,0,0,positive
'	mark martin     unluckiest nascar driver      nd     points    heartbreaking    daytona      ',negative,0,0,0,0,objective
'	 saturday night    barack shrine  monroe  teamlcf    full affect  gsu  jsu  ull  ulm  latech  letzgetit  lacollegefest ',positive,0,0,2,0,positive
'	friday night lights  west liberty    mediapolis    pulling   comets! ',positive,0,0,1,0,positive
'	liked  noesen rakell wilson line tonight    faded  bit   nd   connor carrick (wsh)  garret meurs (col) good   ',positive,2,0,0,0,positive
'	 mar_mermaid  zach   ahaha no       think    ',positive,0,0,0,0,objective
'	    romney rally  fairfax  monday    wanna    no car  help!   teamromney ',negative,0,0,0,0,objective
'	 pumped  no school tomorrow       excited   hooch tennessee   !! ',positive,0,0,1,0,positive
'	cant wait     bulls game saturday! weeee  first game   season  papa    killer seats! ',positive,0,0,2,0,positive
'	interview  arnie  dinner  mexico   chamberlain  andre  giant mighty collection  fools   admit   love    th! ',positive,1,0,1,0,positive
'	phinsider    picks  thursday night football continues tonight   tampa bay buccaneers facing  minne      ',neutral,0,0,0,0,objective
'	" women_of_christ  jesus died    knowing   never love  back    true love try wed night game  sjp  jan true love ',positive,3,0,0,0,positive
'	  dude called shepard fairey has     night  drop  blackall studio  st   missed   imaginaryfriends  launch ',neutral,0,1,0,0,negative
'	carlos cuellar  louis saha  adam johnson  steven fletcher       best summer  chelsea  ',positive,1,0,0,0,positive
'	kristin chenoweth says   glad    bethlehem  saturday performance   ',positive,1,0,0,0,positive
'	  vibe   mvc     happy  ncaa pairings tomorrow          starting  think wichita st        ',positive,1,0,0,0,positive
'	 howvery_     sob   kremlin   play   friday        night  ',negative,1,1,0,0,neutral
'	maniaci  casimir pulaski  (march         people call   holiday judge  call   holiday  drewpeterson ',neutral,0,0,0,1,negative
'	  physics revision  tomorrow  merr      fail  ',negative,0,0,0,0,objective
'	 forgot  vcu  open house  saturday! ',neutral,0,0,1,0,positive
'	  missed   secret rebel base celebrate   th  celebrating ralph mcquarrie    starwars  may thbewithyou ',positive,1,1,0,0,neutral
'	" minhazmerchant  moily   amazing timing  hiking lpg price   himachal polls  sunday  guaranteed vote loser"   fed up ',negative,0,0,0,0,objective
'	join   shops   am tomorrow  hear tom segal   pricewise   racing post preview  race  glorious  goodwood   horseracing ',positive,0,0,0,0,objective
'	 mon rebels  put  apple   pigs mouth!!! red wolves fans focus    hate   anger   pigs tomorrow  ',negative,0,1,1,0,neutral
'	happy wednesday!!glad   iebc blow  first whistle  voting zone list !mps protest! ',positive,2,1,3,0,positive
'	 can    enough good    march fourth marching band  moon hooch linking up       ',positive,1,0,0,0,positive
'	sufjan steven  song casimir pulaski       greatest songs    ',positive,0,0,0,0,objective
'	lol   haryana has    tomorrow    "haryana  ',positive,0,0,0,0,objective
'	coming  dc  open acting workshop  tom todoroff  nov   th  constantcontact   ',objective,0,0,0,0,objective
'	 wizards summer league team has  last    st rd picks     th  last yr    rd  yr  theyre losing    league ',negative,0,1,0,0,negative
'	 devyyyyyyyy  xiahdertod    new actress  cjes right~  no wonder   sheena mentioning     ',negative,0,0,0,0,objective
'	totally    marijuana march  dt cleve brb   not ',negative,0,0,0,0,objective
'	   mile cycle ride today   sat   seat     arse feels like   spiked  rohypnol   redneck  ouch ',negative,1,0,0,0,positive
'	fletcher  saha  johnson  mcclean  colback  vaughan  rose     can  imagine  teams   left footed players  sunderland  ',positive,0,0,0,0,objective
'	 megan_gunderson tomorrow  casimir pulaski      school   asking  otool  tomorrow! wanna join   ',neutral,0,0,1,0,positive
'	" humans  entrepreneurs"   reid hoffman  startup    ',objective,0,0,0,0,objective
'	salsa sundays    join  favorite lady dj   mar  soul  sunday  iguana   evening       ',positive,0,0,1,0,positive
'	  yo watch  lakers  heat game  miami february  ',objective,0,0,0,0,objective
'	fraud fears  iebc turns  old poll kit   electoral commission  wednesday     measures        ',negative,0,1,0,0,negative
'	 wanna  studio footage  bad      hear  unreleased stuff! likeeeeeeeeee  can  wait  sunday  ',positive,0,1,1,0,neutral
'	gravity  working against  ',positive,0,0,0,0,objective
'	      gonna   ncaa south  rd  winners uk  iowa st  wichita st  ind  unlv  baylor  xavier (upset) duke ',objective,0,0,0,0,objective
'	  thursday night football   tampa bay buccaneers    minnesota vikings   nfl ',objective,0,0,0,0,objective
'	kinder morgan  chevron    shell  natural gas       chevron corporation (nyse cvx) places  nd   toe      ',objective,0,0,0,0,objective
'	 concept art    late ralph mcquarrie    force      ',positive,0,1,0,0,negative
'	west liberty goes     th   goal  seconds remaining     isaiah moody runs   yards   fsu leads           ',objective,0,1,0,0,negative
'	think   gonna     maccyd breakfast     spurs tomorrow  ) ',positive,0,0,1,0,positive
'	sun           lazy      ',negative,0,1,0,0,negative
'	  cut  mohawk  gotta look grown  tomorrow night  club pulse ',neutral,0,1,0,0,negative
'	 kno    basketball tickets    vuu   vcu game tomorrow  ',objective,0,0,0,0,objective
'	absolutely smashed  up early tomorrow     strawberry  st james  park  fuck  mackems ',negative,0,1,0,0,negative
'	 pack rides    th stage     th edition   paris nice cycling race run      ¦ ',objective,0,0,0,0,objective
'	um not looking   driving   saskatoon tomorrow   weather!  soccertournament ',positive,0,0,1,0,positive
'	     morning   hope  well  ',positive,1,0,0,0,positive
'	 bencoleygolf  picks   french   poulter  colsaerts  olesen  greenbrier   tringale  english  walker  ',positive,0,0,0,0,objective
'	  open lobby  monday  starting   pm est  ends    bored    tweet       monday  ',neutral,0,0,0,0,objective
'	nell bryden   tracks   years    pic twitter com f juo  ',positive,0,0,0,0,objective
'	    scene   nyse  nasdaq sites tomorrow morning  trading resumes   story   people    places  ',objective,0,0,0,0,objective
'	sunday means eggs benedict  florentine   iguana!  beautiful morning      enjoy  pool       bloody marys! ',positive,0,0,2,0,positive
'	 ourladypeace    irving plaza nyc  no doubt!     th  ive      band  saved  inspired    life  ',positive,0,0,1,0,positive
'	open source misconceptions fading   web  south africa   up   years   rest   world        ',negative,0,0,0,0,objective
'	   lakhs       crores    sense   maino    th richest politician   world! ',neutral,0,0,1,0,positive
'	goodmorning!(  ',positive,0,0,0,0,objective
'	 thurs  college night  xclusive first    ppl  college id            move    ',objective,0,0,0,0,objective
'	     up   sat   gonzaga game ',positive,0,0,0,0,objective
'	alright nicky fwd                 nov        pm message  idc   says  ',neutral,0,0,0,0,objective
'	 guys        istep tomorrow         crushes cant wait      luv  guys thanks   ',positive,1,0,0,0,positive
'	 auriegood  heatherlblythe  aplace thoughts happy  hellomornings! late night  homeschool planning    friend         ',positive,1,0,1,0,positive
'	 kstewforlifebro hey yecica!  snow~  sooooo exciting now!!   know    forever!!!!    *sobbing* *hugging* ',positive,0,1,2,0,positive
'	thanks  wrh      guest list   opening night   shepard fairey    stolenspace  friday night ! ',positive,1,0,1,0,positive
'	 bulls head  cle friday night   night doesn   season     was  solid win  wsh  opening night  ',positive,1,0,0,0,positive
'	idek    joonhee   hoya      fffffffffff ',negative,0,0,0,0,objective
'	 mcilroy   strong start  thursday  opening    honda classic    no   was upstaged   ryder cup captain  love iii  ',positive,1,0,0,0,positive
'	food      sept         harland sanders was born  henryville  indiana  founder  kentucky fried chicken restaurant chain  ',neutral,0,0,0,0,objective
'	looking    march fourth marching band madness tonight   levittshell ',positive,0,0,0,0,objective
'	   th anniversary  rabin assassination  netanyahu calls murder     worst crimes   new age    ',negative,0,1,0,0,negative
'	 vikki_loveee ill   brownsville  wednesday night     good  ) ',positive,1,0,1,0,positive
'	dematha was shocked  gonzaga  saturday  can  stags regroup     wcac playoffs   mdpreps  ',negative,0,0,0,0,objective
'	 seniors   recognized  fca tomorrow   first      free chickfila coupons  free biscuits!      ) ',positive,2,0,2,0,positive
'	happy   th birthday  matthew  oatmeal inman!  appropriate   share  birthday  jim henson    ',positive,2,0,1,0,positive
'	"  cherry moon   niggas carry heat  enough  bury june" shaaaataaaaaaaaap ',negative,0,0,0,0,objective
'	premier league team     walcott  seventh appearance  season  sagna  features   ',objective,0,0,0,0,objective
'	yiying   characters   chinese lang    st part  yi  means happy    nd part  ying  means creative  right   profpjm  learning ',neutral,1,0,0,0,positive
'	tiger woods draws crowd  fans  practice   honda classic  hold   bobby  tuesday was  school          ',objective,0,0,0,0,objective
'	 offensive_liam fml   not    hate     lying cunt clegg ',positive,0,2,0,0,negative
'	big  coming up word  cutoms  ups      bouncy castle   tomorrow    praying  right   ogoplay ',positive,0,0,1,0,positive
'	 d_lombardozzi       rd season  breakout kings  fx should pick  guys up!  tell  sumthin good!!! best  ! ',positive,2,0,3,0,positive
'	jonathan clary  blocked punt sets up mike longo    yard td run  laguna hills cuts dana hills lead              left   rd ',negative,0,0,0,0,objective
'	 ohohmario    gwapo ^_^  care mario   watch suddenly   magic  tuesday   ) ',positive,1,0,1,0,positive
'	 venkymarg bossman     gonna   muscat   ',neutral,0,0,0,0,objective
'	  want    live  toronto  work    school   pursue acting      city     banff  work  january! ',positive,0,0,1,0,positive
'	 investwatchdog interested     td bank denies allegation  aided     ponzi fraud   nd   madoff   ',negative,0,0,0,0,objective
'	song joongki  park bo young   premiere  grand heist      wind     th    ',objective,1,0,0,0,positive
'	 sorry sm sta  rosa  november     guys!  ) ',positive,1,1,2,0,positive
'	view   schedule   rest      today  work  class  wed  halloween  work  thurs  work young life  friday  work      ',objective,0,0,0,0,objective
'	 scotty_robs     know roman abramovich    rd richest man  britian   interestingfactoftheday  interestinggilfriend ',positive,0,0,0,0,objective
'	stroudsburg  pleasant valley   mvc title  friday  repeat  mountienation ',neutral,0,0,0,0,objective
'	 professor moved  test back  tuesday   brought candy!  damn     love   thanks  vanessa!  tequiero ',positive,2,0,1,0,positive
'	can  wait    people  shotton proudly waving  red   white flags  wearing  national team shirts  poland play tomorrow! ',positive,1,0,1,0,positive
'	 tottenham boss andre villas boas has played  speculation     lining up  january bid   shaktar  willian   thfc  epl ',objective,1,0,0,0,positive
'	mavs  beat  lakers tomorrow accepting  bets ',positive,1,0,0,0,positive
'	sat watching  fucking celtic game  sounds like   missing  corker  white hart lane ',negative,1,1,0,0,neutral
'	belated post     liked  steelers       throwback uniforms  sunday  game against wsh  people  hatin      fb ',positive,1,0,0,0,positive
'	pauwiin nyo muna ako bago kayo pumunta jan plsplsplspls owyposadas     sm bacolod  )" ',positive,0,0,0,0,objective
'	tryna    temporary   love  everyday like february     tryna   soo official like  loverboy ',positive,3,0,0,0,positive
'	  coming   marijuana march  cardiff tomorrow  support  cause  legalizeweed! ',positive,1,0,1,0,positive
'	 nabasa aq!  dunno     believe   not    ang sabe dito nasa hell daw  pope john paul       ',negative,0,1,1,0,neutral
'	 nacamam  naca    try skywalk deli    nd floor   comerica building  monroe!  bestlunche   ',positive,0,0,1,0,positive
'	mom  asked   wanted    knicks  celtics  october    hate  teams     live game hmm ',negative,0,1,0,0,negative
'	 markbritball bbl     cheshirejets franchise   term  game  mersey  sunday   ahead       ',objective,0,0,0,0,objective
'	 woodysgamertag        mail monday  fps russia  ',neutral,0,0,0,0,objective
'	monroe bound tomorrow!     leave ruston    ',positive,0,0,1,0,positive
'	  anndelrio   thefpshow  wanna fuck you   lol   line   ',objective,0,1,0,0,negative
'	leon  bon (marco polo cycling team) quits  carreer    days series  nice results   rabobank  vattenfall  tour stages  ',positive,0,0,0,0,objective
'	australian directioners! igo  direction (icarly)  premiering  nickelodeon    th  july      pm    exciting!  ',positive,0,0,3,0,positive
'	usa calls last         left        st      red wolves     ',objective,0,0,0,0,objective
'	brilliant    mins   naisy     mersey derby  not  bad game   st goal     ',positive,0,1,0,0,negative
'	red cross  syria conflict  now  civil war   international committee   red cross   sunday  now   ',negative,0,1,0,0,negative
'	  game  shotton has  called     waterlogged pitch     now   llani  wednesday night  sorry lads! ',negative,0,1,1,0,neutral
'	mike dean    referee   london derby game tomorrow  chelsea  john terry  martin atkinson  struggle   coys ',neutral,0,0,0,0,objective
'	  amazing    success   early  udofia  considering  marshall   stifled lorenzo brown  thursday night ',positive,0,0,0,0,objective
'	kaka committed  real madrid        periphery   real madrid squad  jose mourinho took      ',objective,0,0,0,0,objective
'	 check   smp allstars scenecity  friday      pine st ne atlanta        saturday reggae party jett lounge      clairmont atl ',objective,0,0,0,0,objective
'	 nowwatching silent house  guess    love   elizabeth olsen  gotta find  martha marcy  marlene   heard     good  ',positive,2,0,0,0,positive
'	 friday   arlene francis center!!! kinship  not  reason   echorev  girls  suede  iditarod! doors     ) ',positive,0,0,3,0,positive
'	 great would     power  back today    schools  fairfax country didn   power  school was closed tomorrow  ',positive,1,0,0,0,positive
'	hrt     try  improve  car  oct    (hrt)  formula   world championship returned  action today       ',positive,0,0,0,0,objective
'	   sunday   think   spirit  douglas adams  feeling like shit      bath ',negative,1,0,0,0,positive
'	distin  derby disappointment  sylvain distin has voiced  frustration     point  sunday  mersey      ',negative,0,0,0,0,objective
'	  very excited  announce     opening   amazing  edsheeran   coming tuesday  irving plaza nyc! ',positive,0,0,1,0,positive
'	queens   stone age  regular john  glastonbury   song   deaf tour   dave grohl sat   stool   ',objective,0,0,0,0,objective
'	friday night lights!!!   brownsville  match  hanna eagels  rivera raiders  ',positive,0,0,1,0,positive
'	  was  kid  pope john paul  was crowned    call    remember wondering  happened  pope john paul   st   ',neutral,0,0,0,0,objective
'	lpg consumers can now fill up kyc form  nov      government has extended     days  deadline  fill      ',objective,0,0,0,0,objective
'	vanilla bean ice cream sandwich  chocolate ganache   chandler    ',objective,0,0,0,0,objective
'	bus   never   could  interesting     know  buses   cua  ',neutral,0,0,0,0,objective
'	 kenadeelee fca  tomorrow    love     kenadee ',positive,1,0,0,0,positive
'	  patiently awaitrt  realblackcoffee  back  studio putting final touches    album   should   nxt  friday  ',positive,0,0,0,0,objective
'	tottenham hotspur boss andre villas boas has played  speculation     lining up  january bid  brazilian willian   bpl ',objective,1,0,0,0,positive
